display_title,mpaa_rating,critics_pick,byline,headline,summary_short,publication_date,opening_date,date_updated,boxoffice,genre,director,writer,actor,nomination
The Yellow Sea,R,1,MANOHLA DARGIS,"The Blood Runs Freely, but the Dogs Can’t",The South Korean film “The Yellow Sea” is a morality tale full of shocking images and rousing chase scenes.,2011-12-01,2011-12-02,2017-11-02 4:18,NA,Action,0,"Won-Chan Hong, Hong-jin Na (screenplay)",0,0
The Yes Men Are Revolting,Not Rated,1,STEPHEN HOLDEN,"Review: In &#8216;The Yes Men Are Revolting,&#8217; Prankster Activists Take On Climate Change",The third documentary follows this comic duo through some personal struggles as they train their sights on global warming.,2015-06-11,2015-06-12,2017-11-02 4:18,NA,Documentary,0,"Laura Nix, Andy Bichlbaum, Mike Bonanno",0,0
Theeb,NA,1,STEPHEN HOLDEN,"Review: In ‘Theeb,’ a Bedouin Boy’s Brutal Coming-of-Age","Naji Abu Nowar’s drama, set in 1916, follows a young orphan, alone and unarmed in the Arabic equivalent of the Wild West.",2015-11-05,2015-11-06,2017-11-02 4:18,128430,Adventure,0,"Naji Abu Nowar, Bassel Ghandour",0,1
Theo Who Lived,NA,1,GLENN KENNY,"Review: In ‘Theo Who Lived,’ a Journalist Tells of His Capture by Al Qaeda",A documentary follows Theo Padnos as he recreates his kidnapping and detainment by anti-American forces in Syria.,2016-10-06,2016-09-30,2017-11-02 4:18,11271,Documentary,0,David Schisgall,0,0
These Birds Walk,NA,1,NICOLAS RAPOLD,Making a Home for Pakistani Runaways,"The documentary “These Birds Walk” chronicles a humanitarian’s efforts to help street children in Karachi, Pakistan.",2013-10-31,2013-11-01,2017-11-02 4:18,NA,Documentary,0,N/A,0,0
They Call it Myanmar: Lifting the Curtain,NA,1,ANDY WEBSTER,On a Turbulent Journey to Modern Myanmar,"“They Call It Myanmar” explores the turbulent trajectory of this nation: its history, politics, culture and future.",2012-09-20,2012-02-27,2017-11-02 4:18,NA,Documentary,0,David Kossack (story),1,NA
This Is Not A Film,Not Rated,1,By A.&#160;O. SCOTT,"A Video From Tehran: It’s Not What It Isn’t, but What It Is","Jafar Panahi, one of the leading Iranian filmmakers who has been banned from making movies, sits before a camera in “This Is Not a Film.”",2012-02-28,2012-02-29,2017-11-02 4:18,63144,Documentary,0,Jafar Panahi,0,0
Thunder Soul,PG,1,JEANNETTE CATSOULIS,"From a School Band, Soul and Funk, and Heart",“Thunder Soul” features a Houston high-school music director who turned his school’s band into a celebrated funk institution.,2011-09-22,2011-09-23,2017-11-02 4:18,110870,Documentary,0,N/A,0,0
Thy Father's Chair,NA,1,GLENN KENNY,Review: Two Hoarders Clean House in ‘Thy Father’s Chair’,The mess that two Brooklyn brothers make of their house in this documentary is unholy in several senses of the term.,2017-10-12,2017-10-13,2017-11-02 4:18,NA,Documentary,0,N/A,NA,0
Tibet in Song,Not Rated,1,NEIL GENZLINGER,A Fight to Preserve Tibetan Music,“Tibet in Song” tells of an exile struggling with the Chinese to preserve the traditional music of his people.,2010-09-23,2010-09-24,2017-11-02 4:18,NA,Documentary,0,Ngawang Choephel,NA,0
Tickled,R,1,MANOHLA DARGIS,Review: ‘Tickled’ Is Fun and Giggles Until It Isn’t Anymore,Two filmmakers had barely begun their reporting for this documentary when threats from the private world of tickling began.,2016-06-16,2016-06-17,2017-11-02 4:18,612816,Documentary,0,N/A,0,0
Time to Choose,NA,1,STEPHEN HOLDEN,Review: ‘Time to Choose’ Extols Renewable Energy to Combat Global Warming,Charles Ferguson’s documentary is a sobering polemic about climate change that balances predictions of planetary doom with a survey of innovations in energy technology.,2016-06-02,2016-06-03,2017-11-02 4:18,29233,Documentary,0,"Chad Beck, Charles Ferguson",0,NA
TiMER,R,1,NEIL GENZLINGER,A Sci-Fi Love Story,“Timer” explores the choices that come when you know when you’ll meet your soul mate.,2010-05-13,2010-05-14,2017-11-02 4:18,NA,Comedy,0,Jac Schaeffer,1,0
Toe to Toe,NA,1,A. O. SCOTT,"On a High School Lacrosse Team, Opposites Attract and Attack","The film’s observations about race, class and friendship are clear and accessible without being overly didactic.",2010-02-25,2010-02-26,2017-11-02 4:18,NA,Drama,1,Emily Abt,1,0
Tom at the Farm,Not Rated,1,STEPHEN HOLDEN,"Review: In &#8216;Tom at the Farm,&#8217; Psychosexual Games Down at the Farm",Xavier Dolan directs and stars in this film about a bereaved lover who discovers that his boyfriend&#8217;s family had no idea that he had a gay companion.,2015-08-13,2015-08-14,2017-11-02 4:18,NA,Drama,0,"Xavier Dolan (screenplay), Michel Marc Bouchard (screenplay), Xavier Dolan (dialogue), Michel Marc Bouchard (dialogue), Michel Marc Bouchard (play)",0,0
Tomorrow,NA,1,NICOLE HERRINGTON,Review: Worried About a Sustainable Tomorrow? There’s Hope,The fast-faced documentary “Tomorrow” profiles men and women with concrete solutions for moving away from fossil fuels and protecting the environment.,2017-04-19,2017-04-14,2017-11-02 4:18,NA,Documentary,1,Cyril Dion,0,0
Toni Erdmann,R,1,A.O. SCOTT,"Review: In ‘Toni Erdmann,’ Dad’s a Prankster Trying to Jolt His Conformist Daughter","The funniest almost-three-hour German comedy you will ever see, Maren Ade’s film is a thrilling act of defiance against the toxicity of doing what is expected.",2016-12-22,2016-12-25,2017-11-02 4:18,1478960,Comedy,1,Maren Ade (screenplay),1,1
Too Late,NA,1,KEN JAWOROWSKI,"Review: In ‘Too Late,’ Imitation Is Sincere Flattery","Noir pays tribute to noir, with respect, in this film by Dennis Hauck, starring John Hawkes as a private investigator determined to avenge a murder.",2016-03-31,2016-04-01,2017-11-02 4:18,NA,Drama,0,Dennis Hauck,1,0
Top Five,R,1,MANOHLA DARGIS,One Man&#8217;s Crisis of the Soul (It&#8217;s a Comedy) ,"In &#8220;Top Five,&#8221; Chris Rock and a rich lineup of fellow comedians tell the story of an actor who wrestles with his identity as he tries his hand at a serious film.",2014-12-11,2014-12-12,2017-11-02 4:18,17002433,Comedy,0,Chris Rock,0,0
Toy Story 3,G,1,A. O. SCOTT,Voyage to the Bottom of the Day Care Center,"Woody, Buzz Lightyear and the cast from the first two “Toy Story” installments are joined by a new set of playthings.",2010-06-17,2010-06-18,2017-11-02 4:18,414984497,Animation,0,"John Lasseter (story by), Andrew Stanton (story by), Lee Unkrich (story by), Michael Arndt (screenplay by)",0,1
Train to Busan,NA,1,JEANNETTE CATSOULIS,Review: All Aboard ‘Train to Busan’ for Zombie and Class Warfare,"Yeon Sang-ho’s film, set on a South Korean bullet train, pits passengers against the spastic undead.",2016-07-21,2016-07-22,2017-11-02 4:18,2129768,Action,0,"Joo-Suk Park, Sang-ho Yeon (screenplay)",0,0
Trainwreck,R,1,MANOHLA DARGIS,Review: &#8216;Trainwreck&#8217; Delivers the Full Amy Schumer Experience,"The movie, directed by Judd Apatow from Ms. Schumer&#8217;s script, is a romantic comedy packed with pop-cultural references and edged with social critique.",2015-07-16,2015-07-17,2017-11-02 4:18,NA,Comedy,0,Amy Schumer,0,1
Trophy,NA,1,JEANNETTE CATSOULIS,"Review: For the Wild Things in ‘Trophy,’ Life Has a Price",This thoughtful documentary raises tough questions about big-game hunting and wildlife conservation.,2017-09-07,2017-09-08,2017-11-02 4:18,19744,Documentary,1,N/A,0,0
Troublemakers: The Story of Land Art,NA,1,GLENN KENNY,"Review: ‘Troublemakers: The Story of Land Art,’ a Documentary","James Crump’s film looks at artists who, in the early 1960s, headed into the open spaces of North America to mold the land.",2016-01-07,2016-01-08,2017-11-02 4:18,NA,Documentary,0,James Crump,0,NA
True Adolescents,Not Rated,1,STEPHEN HOLDEN,Great Outdoors Beckons as a Test of Manhood,"Mark Duplass stars in Craig Johnson’s film “True Adolescents,” which explores the sexual discomfort of boys and men not entirely secure in their masculinity.",2011-07-28,2011-07-29,2017-11-02 4:18,NA,Comedy,0,Craig Johnson,0,0
True Grit,PG-13,1,MANOHLA DARGIS,"Wearing Braids, Seeking Revenge",The Coen brothers’ remake of “True Grit” brings Rooster Cogburn and his brutish world back to a tougher Mattie Ross.,2010-12-21,2010-12-22,2017-11-02 4:18,171031347,Adventure,0,"Joel Coen (screenplay), Ethan Coen (screenplay), Charles Portis (novel)",0,1
Truth,R,1,STEPHEN HOLDEN,Review: ‘Truth’ Treads a Perilous Political Tightrope,"“Truth,” starring Cate Blanchett and Robert Redford, looks back at a “60 Minutes II” report and its fallout.",2015-10-15,2015-10-30,2017-11-02 4:18,1580106,Biography,0,"James Vanderbilt (screenplay), Mary Mapes (book)",1,0
"Tuesday, After Christmas",Not Rated,1,A. O. SCOTT,"Case of Romanian Realism: Regular Guy, With Wife and Girlfriend","“Tuesday, After Christmas,” a Romanian film directed by Radu Muntean, tells the story of a married regular guy who is having an affair with his daughter’s dentist.",2011-05-24,2011-05-25,2017-11-02 4:18,13401,Drama,0,"Alexandru Baciu (screenplay), Radu Muntean (screenplay), Razvan Radulescu (screenplay)",1,0
Two in the Wave,NA,1,A. O. SCOTT,Two Daring Directors Who Changed Film History,"“Two in the Wave,” about the French New Wave filmmakers François Truffaut and Jean-Luc Godard, is interested in its subjects’ artistic personalities.",2010-05-18,2010-05-19,2017-11-02 4:18,27824,Documentary,0,Antoine de Baecque,0,NA
Two Step,NA,1,STEPHEN HOLDEN,Review: &#8216;Two Step&#8217; Scuffles Around With Petty Criminals,"Alex R. Johnson&#8217;s feature-length debut is a nasty, well-acted little gem that goes deep inside its characters&#8217; psyches.",2015-07-30,2015-07-31,2017-11-02 4:18,NA,Crime,0,"Alex R. Johnson, Alex R. Johnson",1,0
UFO In Her Eyes,NA,1,STEPHEN HOLDEN,"Capitalism, Stranger Than a Space Alien","“UFO in Her Eyes,” a satire directed by Xiaolu Guo, is now showing at MoMA.",2012-06-12,2012-06-13,2017-11-02 4:18,NA,Comedy,1,"Xiaolu Guo (screenplay), Pamela Casey (screenplay), Xiaolu Guo (based on the novel by)",1,NA
Uncle Howard,NA,1,GLENN KENNY,Review: ‘Uncle Howard’ Looks Back at a Filmmaker’s Work Cut Short,"This documentary is a dual portrait of intertwined artists: Howard Brookner, who died of AIDS early in his career, and his nephew Aaron Brookner, now also a filmmaker.",2016-11-17,2016-11-18,2017-11-02 4:18,NA,Documentary,0,Aaron Brookner (concept),0,0
Uncle John,NA,1,NEIL GENZLINGER,Review: ‘Uncle John’ Is Steeped in Secrets,The first feature from Steven Piet unfolds with murkiness and ambiguity.,2015-09-17,2015-09-18,2017-11-02 4:18,NA,Crime,0,"Erik Crary, Steven Piet",0,0
Under African Skies,NA,1,STEPHEN HOLDEN,"An Album About Healing, Made in a Wounded Land","In “Under African Skies,” the filmmaker Joe Berlinger recounts the controversy surrounding Paul Simon’s album “Graceland.”",2012-05-10,2012-05-25,2017-11-02 4:18,NA,Documentary,0,N/A,0,0
Unraveled,Not Rated,1,JEANNETTE CATSOULIS,The Good Life With Bad Choices,"The documentary “Unraveled” follows Marc Dreier, a lawyer convicted of defrauding investors through elaborate schemes, in the days before his sentencing.",2012-04-12,2012-04-13,2017-11-02 4:18,NA,Documentary,0,N/A,0,0
Urban Hymn,NA,1,NEIL GENZLINGER,"Review: In ‘Urban Hymn,’ Hardened Youth and an Angelic Voice","A social worker tries to connect with a troubled 17-year-old through music, but the girl’s street-tough best friend stands in the way.",2017-05-10,2017-05-12,2017-11-02 4:18,NA,Crime,0,Nick Moorcroft,1,0
Vacation,R,1,NEIL GENZLINGER,"Review: In &#8216;Vacation,&#8217; Christina Applegate and Ed Helms Travel to Walley World","This comedy about a family&#8217;s theme park journey is a sequel to &#8220;National Lampoon&#8217;s Vacation,&#8221; the 1983 Chevy Chase film.",2015-07-28,2015-07-29,2017-11-02 4:18,40292843,Adventure,0,"Jonathan Goldstein, John Francis Daley, John Hughes (characters)",0,0
Vacation!,NA,1,JEANNETTE CATSOULIS,"Sun, Sand and Sexual Tension",Four college girlfriends hit a North Carolina beach in “Vacation!”,2011-05-12,2011-05-13,2017-11-02 4:18,NA,Comedy,0,John Hughes,0,NA
Valentino's Ghost,NA,1,ANDY WEBSTER,"Hollywood Does Arabia, From A to B",Michael Singh’s documentary “Valentino’s Ghost” looks at the intersection of Western politics in the Middle East and Hollywood’s depiction of Arabs.,2013-05-16,2013-05-17,2017-11-02 4:18,NA,Documentary,0,Michael Singh,0,NA
Valley of Saints,NA,1,STEPHEN HOLDEN,"Seeking Solace Elsewhere, Before Encountering It at Home",&#8220;Valley of Saints&#8221; tells the story of two men whose plans are disrupted by a military curfew and whose friendship is threatened by a shared love interest.,2015-01-08,2015-01-09,2017-11-02 4:18,NA,Drama,1,Musa Syeed,0,0
Veteran,NA,1,MIKE HALE,"Review: In ‘Veteran,’ an ’80s Cop Comedy Vibe From South Korea","The film follows an honest detective taking on the pampered, sociopathic heir to a family-owned business conglomerate.",2015-09-17,2015-09-18,2017-11-02 4:18,1048332,Action,0,"Seon-gyeong Gu (character created by: Veteran), Seung-wan Ryoo",0,0
Viva,R,1,STEPHEN HOLDEN,"Review: In ‘Viva,’ a Star Is Waiting to Be Born","A macho father released from prison decides to move in with the son he abandoned, who is a sweet-natured gay hairdresser and an aspiring drag queen.",2016-04-28,2016-04-29,2017-11-02 4:18,NA,Drama,0,Mark O'Halloran,0,0
Wagner's Dream,NA,1,STEPHEN HOLDEN,Production’s Wagnerian Difficulties,"“Wagner’s Dream,” directed by Susan Froemke, is a documentary that gives a behind-the-scenes look at the making of Robert Lepage’s staging of the four-part “Ring” cycle for the Metropolitan Opera.",2012-07-18,2012-07-19,2017-11-02 4:18,NA,Documentary,1,N/A,0,0
Waiting for 'Superman',PG,1,STEPHEN HOLDEN,Students Caught in the School Squeeze,A powerful and alarming documentary about America’s failing public school system.,2010-09-23,2010-10-29,2017-11-02 4:18,6410257,Documentary,0,"Davis Guggenheim, Billy Kimball",0,0
War Dogs,R,1,NEIL GENZLINGER,"Review: ‘War Dogs,’ an Absurd (and True) Gunrunning Tale",Jonah Hill and Miles Teller play 20-something entrepreneurs who plunge into the weaponry business and end up in over their heads.,2016-08-18,2016-08-19,2017-11-02 4:18,43017433,Comedy,0,"Stephen Chin (screenplay), Todd Phillips (screenplay), Jason Smilovic (screenplay), Guy Lawson (Rolling Stone article ""Arms and the Dudes"")",0,1
War for the Planet of the Apes,PG-13,1,A.O. SCOTT,Review: New ‘Planet of the Apes’ Makes You Root Against Your Species,"With Andy Serkis reprising his role as Caesar, “War for the Planet of the Apes” is a humane western wrapped around a prison movie, as primates battle for primacy.",2017-07-12,2017-07-14,2017-11-02 4:18,146872826,Action,0,"Mark Bomback, Matt Reeves, Rick Jaffa (based on characters created by), Amanda Silver (based on characters created by)",0,1
War Horse,PG-13,1,A. O. SCOTT,"Innocence Is Trampled, but a Bond Endures","“War Horse,” set in World War I and directed by Steven Spielberg, pays tribute to a tradition of honest, emotionally direct storytelling.",2011-12-22,2011-12-25,2017-11-02 4:18,79883359,Drama,0,"Lee Hall (screenplay), Richard Curtis (screenplay), Michael Morpurgo (novel), Nick Stafford (stage play)",0,1
Warrior,PG-13,1,A. O. SCOTT,"A Tale of Jacob, Esau and Muscles",Gavin O’Connor’s “Warrior” follows two estranged brothers who are separately preparing for a mixed martial arts tournament.,2011-09-08,2011-09-09,2017-11-02 4:18,13600000,Drama,0,"Gavin O'Connor (screenplay), Anthony Tambakis (screenplay), Cliff Dorfman (screenplay), Gavin O'Connor (story), Cliff Dorfman (story)",0,1
We Come as Friends,NA,1,BEN KENIGSBERG,Review: &#8216;We Come as Friends&#8217; Explores Potential Exploitation of South Sudan,Hubert Sauper&#8217;s documentary blends striking visuals with a pointed argument that outside investors seeking profits played a big role in the region&#8217;s independence movement.,2015-08-13,2015-08-14,2017-11-02 4:18,NA,Documentary,0,Hubert Sauper (concept),NA,0
We Were Here,NA,1,STEPHEN HOLDEN,"In a City’s Plague Years, Caring for Their Own","“We Were Here” is an unblinking chronology of the AIDS epidemic, recounted by five people who lived through it and watched countless friends and lovers die.",2011-09-08,2011-09-01,2017-11-02 4:18,NA,Documentary,0,N/A,0,0
Welcome to Me,R,1,A. O. SCOTT,Review: Kristen Wiig as a Troubled Lottery Winner in ‘Welcome to Me’,Ms. Wiig&#8217;s character decides to spend a major financial windfall on buying her own talk show in this dark comedy directed by Shira Piven.,2015-04-30,2015-05-01,2017-11-02 4:18,NA,Comedy,1,Eliot Laurence,1,0
