"display_title","summary_short","critics_pick"
"The Way Back","In The Way Back the new Peter Weir film escapees from a Siberian gulag attempt a bleak demoralizing 4000mile trek to freedom in India during the early 1940s",0
"The Way, Way Back","In The Way Way Back two surrogate fathers dominate a 14yearold boys days and fight implicitly for his young soul",0
"The Wedding Ringer","In 8220The Wedding Ringer8221 a comedy directed by Jeremy Garelick Kevin Hart plays a professional best man for grooms who lack friends",0
"The Weird World of Blowfly","The Weird World of Blowfly traces the musician Clarence Reids career as his alter ego Blowfly",0
"The White Ribbon","The White Ribbon by Michael Haneke is an unnerving but unsatisfying chronicle of a German village filled with hidden cruelty set on the eve of World War I",0
"The Widowmaker","Patrick Forbes8217s film looks at doctors8217 treatment recommendations after heart attacks comparing the coronary calcium scan with the more expensive more frequently used surgically implanted stent",0
"The Wild and Wonderful Whites of West Virginia","The governing spirit of The Wild and Wonderful Whites of West Virginia is one of outlaw celebration",0
"The Wildest Dream","You may not believe its possible to bore people to death with a film about risking your life but The Wildest Dream comes shockingly close",0
"The Wind Rises","The animated film The Wind Rises which Hayao Miyazaki says will be his last is a poetic yet somber depiction of Jiro Horikoshi as a young warplane designer",0
"The Wolfman","The title character in The Wolfman suffers from a vexing identity crisis and so does the movie",0
"The Wolverine","Hugh Jackmans ageless Wolverine returns to the screen this time in the Land of the Rising Sun",0
"The Woman in Black","The Woman in Black starring Daniel Radcliffe isnt especially scary but it keeps you on edge and without the usual vivisectionist imagery",0
"The Woman in Black 2: Angel of Death","In 8220The Woman in Black 2 Angel of Death8221 a ghost with a vendetta against the young leaves behind the Edwardian setting of its predecessor for 1941",0
"The Women on the Sixth Floor","The Women on the 6th Floor involves a bourgeois Parisian businessman who discovers a happy world with a small group of Spanish maids living in his familys building",0
"The Word","The Word centers on a businessmans reaction to a cults ritual killing of his son",0
"The Words","In The Words a novelist comes up with the story of a writer who plagiarized yet another writer Where did that come from",0
"The World Made Straight","A Civil War legacy cascades through the backwoods of North Carolina in the 1970s in 8220The World Made Straight8221 an overcooked adaptation of a Ron Rash novel",0
"The World of Kanako","Tetsuya Nakashimas film about a father trying to rescue his teenage daughter from the Japanese underworld glories in its lurid bloodthirstiness",0
"The World's End","In Worlds End five British men reprise a pub crawl they had tried but failed to finish more than 20 years earlier as teenagers",0
"The Wrong Light","A documentary initially focused on Thailands sex industry takes a sharp turn when the filmmakers begin to doubt the activist who is their guide",0
"The Young Kieslowski","Two college students a first sexual encounter and one pregnancy 8212 with twins 8212 in this uncomfortable comedy",0
"The Young Messiah","Cyrus Nowrastehs film hits some New Testament basics as it depicts the flight of Joseph Mary and their son from Alexandria Egypt to Nazareth and eventually to Jerusalem",0
"The Young Victoria","The Young Victoria is a frivolously entertaining film with Emily Blunt as the young monarch",0
"The Zookeeper","Rejection makes the heart more likely to seek advice from trusted friends in Zookeeper a movie about relationships of the platonic and romantic kind",0
"The Zookeeper's Wife","This true story of a couple who sheltered Jews beneath the Warsaw Zoo has tender moments but its portrayal of the Nazi invasion is too timid and sanitized",0
"Their Finest","Gemma Arterton stars in this World War II drama about a screenwriter whos hired to create uplift and propaganda From the director of An Education",0
"They Will Have to Kill Us First","Johanna Schwartzs film follows musicians in exile after Islamic jihadists banned music in their home country",0
"They’re Watching","This foundfootage horror film from Micah Wright and Jay Lender separates itself from much of the genres lowbudget fare with its amusing premise",0
"Think Like A Man","Think Like a Man plays out variations on the relationship war Thank goodness for Steve Harvey",0
"Think Like a Man Too","Things turn loud and desperate in Think Like a Man Too the sequel to the Steve Harveyinspired movie",0
"This Is 40","A couple  with their nice jobs nice house nice daughters and nice income  bemoan their troubles in This Is 40 directed by Judd Apatow and starring his own wife and daughters",0
"This Is Everything: Gigi Gorgeous","Barbara Kopples film documents how Gigi Gorgeous formerly Gregory Allan Lazzarato took control of her transgender destiny with the support of her family",0
"This is Not a Ball","This Is Not a Ball is a soccer documentary that focuses primarily on the ball itself",0
"This Is The End","In This Is the End celebrity buddies find their relationships tested as biblical devastation arrives",0
"This is Where I Leave You","This Is Where I Leave You stars Jason Bateman as a man who loses his marriage and job and then must gather with his family to mourn for his father",0
"This Means War","In This Means War Tom Hardy and Chris Pine play CIA officers who are best friends until they fall for the same woman Reese Witherspoon",0
"This Time Tomorrow","Lina Rodriguezs film about a family of three in Colombia is more consequential than it first appears",0
"Thor","Thor directed by Kenneth Branagh is a programmed triumph of commercial calculation over imagination",0
"Thor: The Dark World","Thor The Dark World repackages the thunder god as an alien superhero played by Chris Hemsworth",0
"Those People","In Joey Kuhns directorial debut wealthy young men in Manhattan pine for one another and play coy",0
"Three Billboards Outside Ebbing, Missouri","A ferocious Frances McDormand plays a grieving mother seeking justice in Martin McDonaghs movie which mixes tears and tragedy with corrosive laughs",0
"Ticked-Off Trannies With Knives","TickedOff Trannies With Knives calls itself an exploitation thriller and seeks to parody bad horror films",0
"Tied to a Chair","Tied to a Chair is the story of a hasbeen director and a middleaged housewife obsessed with reviving her youthful thespian dreams",0
"Tiger Eyes","In Tiger Eyes the film version of Judy Blumes youngadult novel directed by her son Lawrence Blume a teenage girl deals with death dislocation and sexual awakening",0
"Tiny Times 2","Tiny Times 2 a sequel to a Chinese film about four high school best friends vaults them into a cutthroat consumerist career world in Shanghai",0
"Tio Papi","Joey Dedio is a bachelor who inherits his sisters six six children after an accident in Fro Rojass Tio Papi",0
"To Die Like a Man","Joao Pedro Rodriguess film To Die Like a Man is both an unsentimental examination of Lisbons drag clubs and a surreal phantasmagoria sprinkled with enigmatic symbols",0
